video_id,gloss,signer_id,split,video_path
09854,chair,11,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/09854.mp4
69345,go,118,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/69345.mp4
24955,go,10,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/24955.mp4
24956,go,10,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/24956.mp4
24941,go,36,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/24941.mp4
24960,go,10,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/24960.mp4
24961,go,10,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/24961.mp4
24962,go,10,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/24962.mp4
65824,go,94,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/65824.mp4
24973,go,41,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/24973.mp4
24943,go,52,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/24943.mp4
24946,go,31,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/24946.mp4
24947,go,21,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/24947.mp4
24940,go,0,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/24940.mp4
24952,go,10,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/24952.mp4
24954,go,10,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/24954.mp4
11310,clothes,38,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/11310.mp4
11330,clothes,12,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/11330.mp4
11311,clothes,59,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/11311.mp4
11313,clothes,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/11313.mp4
11309,clothes,42,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/11309.mp4
69534,who,118,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/69534.mp4
63242,who,12,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/63242.mp4
63226,who,36,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/63226.mp4
63227,who,6,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/63227.mp4
63228,who,6,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/63228.mp4
63229,who,4,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/63229.mp4
63230,who,46,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/63230.mp4
63231,who,13,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/63231.mp4
66778,who,88,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/66778.mp4
63232,who,59,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/63232.mp4
66779,who,88,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/66779.mp4
63225,who,42,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/63225.mp4
63236,who,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/63236.mp4
63237,who,11,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/63237.mp4
08929,candy,12,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/08929.mp4
08916,candy,36,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/08916.mp4
08917,candy,39,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/08917.mp4
08918,candy,39,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/08918.mp4
08919,candy,4,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/08919.mp4
08920,candy,4,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/08920.mp4
08921,candy,17,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/08921.mp4
65298,candy,90,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/65298.mp4
08924,candy,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/08924.mp4
65299,candy,90,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/65299.mp4
65300,candy,89,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/65300.mp4
08915,candy,56,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/08915.mp4
08925,candy,11,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/08925.mp4
65415,cousin,102,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/65415.mp4
13647,cousin,41,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/13647.mp4
13648,cousin,41,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/13648.mp4
13631,cousin,38,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/13631.mp4
13632,cousin,38,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/13632.mp4
13633,cousin,60,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/13633.mp4
13634,cousin,59,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/13634.mp4
13635,cousin,59,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/13635.mp4
13636,cousin,59,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/13636.mp4
13630,cousin,35,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/13630.mp4
13640,cousin,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/13640.mp4
13641,cousin,11,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/13641.mp4
13642,cousin,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/13642.mp4
13646,cousin,41,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/13646.mp4
14882,deaf,36,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/14882.mp4
14903,deaf,12,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/14903.mp4
14883,deaf,45,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/14883.mp4
14884,deaf,4,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/14884.mp4
14885,deaf,45,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/14885.mp4
14886,deaf,4,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/14886.mp4
65445,deaf,90,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/65445.mp4
14887,deaf,59,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/14887.mp4
14888,deaf,15,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/14888.mp4
14893,deaf,10,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/14893.mp4
14894,deaf,10,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/14894.mp4
21870,fine,38,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/21870.mp4
21890,fine,12,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/21890.mp4
21891,fine,41,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/21891.mp4
21871,fine,36,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/21871.mp4
21872,fine,52,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/21872.mp4
21869,fine,2,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/21869.mp4
21874,fine,21,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/21874.mp4
21878,fine,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/21878.mp4
21883,fine,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/21883.mp4
69364,help,115,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/69364.mp4
27221,help,12,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/27221.mp4
27206,help,36,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/27206.mp4
27207,help,4,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/27207.mp4
27208,help,21,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/27208.mp4
27209,help,17,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/27209.mp4
65890,help,90,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/65890.mp4
27213,help,10,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/27213.mp4
27214,help,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/27214.mp4
65891,help,90,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/65891.mp4
65889,help,90,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/65889.mp4
27215,help,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/27215.mp4
27216,help,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/27216.mp4
27217,help,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/27217.mp4
69411,no,118,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/69411.mp4
38525,no,36,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/38525.mp4
38544,no,41,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/38544.mp4
38527,no,3,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/38527.mp4
38529,no,13,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/38529.mp4
38530,no,15,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/38530.mp4
38532,no,10,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/38532.mp4
38533,no,10,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/38533.mp4
66183,no,102,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/66183.mp4
38524,no,56,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/38524.mp4
38534,no,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/38534.mp4
57948,thin,10,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/57948.mp4
57949,thin,10,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/57949.mp4
57934,thin,38,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/57934.mp4
57953,thin,12,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/57953.mp4
57935,thin,38,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/57935.mp4
57936,thin,32,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/57936.mp4
57937,thin,4,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/57937.mp4
66606,thin,92,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/66606.mp4
57939,thin,39,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/57939.mp4
57940,thin,6,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/57940.mp4
57941,thin,32,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/57941.mp4
57942,thin,13,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/57942.mp4
66607,thin,93,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/66607.mp4
57933,thin,56,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/57933.mp4
57943,thin,34,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/57943.mp4
57947,thin,10,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/57947.mp4
62175,walk,41,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/62175.mp4
62159,walk,36,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/62159.mp4
62160,walk,39,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/62160.mp4
62163,walk,39,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/62163.mp4
62164,walk,13,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/62164.mp4
66743,walk,100,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/66743.mp4
66742,walk,107,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/66742.mp4
62158,walk,56,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/62158.mp4
62168,walk,10,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/62168.mp4
62169,walk,10,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/62169.mp4
62170,walk,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/62170.mp4
64211,year,4,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/64211.mp4
64224,year,12,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/64224.mp4
64210,year,36,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/64210.mp4
64212,year,4,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/64212.mp4
66818,year,88,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/66818.mp4
64213,year,13,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/64213.mp4
66816,year,93,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/66816.mp4
64209,year,42,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/64209.mp4
64219,year,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/64219.mp4
64218,year,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/64218.mp4
69546,yes,118,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/69546.mp4
64287,yes,13,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/64287.mp4
64284,yes,3,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/64284.mp4
64291,yes,10,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/64291.mp4
64292,yes,10,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/64292.mp4
64293,yes,10,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/64293.mp4
66820,yes,88,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/66820.mp4
64280,yes,28,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/64280.mp4
64300,yes,41,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/64300.mp4
64281,yes,36,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/64281.mp4
64288,yes,15,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/64288.mp4
64283,yes,4,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/64283.mp4
69206,all,115,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/69206.mp4
02003,all,12,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/02003.mp4
01987,all,38,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/01987.mp4
01988,all,13,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/01988.mp4
01991,all,10,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/01991.mp4
01992,all,10,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/01992.mp4
65043,all,88,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/65043.mp4
01986,all,2,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/01986.mp4
69236,black,118,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/69236.mp4
06472,black,36,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/06472.mp4
06473,black,4,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/06473.mp4
06474,black,59,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/06474.mp4
06476,black,11,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/06476.mp4
06477,black,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/06477.mp4
06478,black,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/06478.mp4
65200,black,90,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/65200.mp4
06471,black,56,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/06471.mp4
06486,black,12,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/06486.mp4
69281,cool,116,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/69281.mp4
65403,cool,102,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/65403.mp4
13213,cool,10,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/13213.mp4
13197,cool,4,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/13197.mp4
13216,cool,12,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/13216.mp4
13217,cool,12,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/13217.mp4
13198,cool,4,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/13198.mp4
13199,cool,4,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/13199.mp4
13200,cool,4,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/13200.mp4
13201,cool,59,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/13201.mp4
65402,cool,99,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/65402.mp4
13202,cool,59,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/13202.mp4
13203,cool,17,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/13203.mp4
13196,cool,4,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/13196.mp4
13208,cool,10,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/13208.mp4
13209,cool,10,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/13209.mp4
21942,finish,36,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/21942.mp4
21943,finish,32,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/21943.mp4
21944,finish,45,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/21944.mp4
21945,finish,21,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/21945.mp4
21949,finish,10,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/21949.mp4
21950,finish,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/21950.mp4
65721,finish,94,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/65721.mp4
21941,finish,37,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/21941.mp4
21951,finish,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/21951.mp4
69368,hot,118,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/69368.mp4
28125,hot,12,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/28125.mp4
28108,hot,36,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/28108.mp4
28109,hot,52,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/28109.mp4
28110,hot,6,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/28110.mp4
28111,hot,39,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/28111.mp4
28112,hot,21,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/28112.mp4
28115,hot,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/28115.mp4
28116,hot,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/28116.mp4
28107,hot,0,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/28107.mp4
69389,like,118,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/69389.mp4
33266,like,8,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/33266.mp4
33285,like,12,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/33285.mp4
33267,like,38,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/33267.mp4
33286,like,12,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/33286.mp4
33268,like,60,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/33268.mp4
33269,like,13,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/33269.mp4
33270,like,13,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/33270.mp4
33273,like,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/33273.mp4
33274,like,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/33274.mp4
69396,many,118,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/69396.mp4
34823,many,2,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/34823.mp4
34824,many,38,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/34824.mp4
34825,many,6,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/34825.mp4
34826,many,6,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/34826.mp4
34827,many,13,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/34827.mp4
34830,many,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/34830.mp4
34831,many,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/34831.mp4
34832,many,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/34832.mp4
34839,many,41,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/34839.mp4
69402,mother,116,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/69402.mp4
36946,mother,41,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/36946.mp4
36930,mother,36,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/36930.mp4
36931,mother,4,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/36931.mp4
36932,mother,52,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/36932.mp4
36933,mother,13,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/36933.mp4
36936,mother,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/36936.mp4
36937,mother,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/36937.mp4
66147,mother,97,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/66147.mp4
66146,mother,90,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/66146.mp4
36929,mother,56,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/36929.mp4
69413,now,118,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/69413.mp4
38994,now,70,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/38994.mp4
38999,now,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/38999.mp4
39000,now,11,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/39000.mp4
38990,now,2,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/38990.mp4
39006,now,12,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/39006.mp4
38991,now,56,test,/Users/tedgoh/buildingblocs_I27/app/archive/videos/38991.mp4
38995,now,13,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/38995.mp4
38997,now,11,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/38997.mp4
69422,orange,118,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/69422.mp4
40115,orange,2,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/40115.mp4
40116,orange,36,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/40116.mp4
40117,orange,39,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/40117.mp4
40118,orange,13,val,/Users/tedgoh/buildingblocs_I27/app/archive/videos/40118.mp4
40119,orange,13,train,/Users/tedgoh/buildingblocs_I27/app/archive/videos/40119.mp4
